timestamp,node_1,node_2,node_3
2023-01-31 15:00:00,104,63,84
2023-01-31 16:00:00,102,69,86
2023-01-31 17:00:00,109,69,93
2023-01-31 18:00:00,116,89,105
2023-01-31 19:00:00,110,97,98
2023-01-31 20:00:00,81,78,94
2023-01-31 21:00:00,87,78,94
2023-01-31 22:00:00,93,80,90
2023-01-31 23:00:00,100,91,95
2023-02-01 00:00:00,105,70,64
2023-02-01 01:00:00,92,82,87
2023-02-01 02:00:00,101,89,92
2023-02-01 03:00:00,92,85,78
2023-02-01 04:00:00,93,81,93
2023-02-01 05:00:00,85,90,87
2023-02-01 06:00:00,90,52,107
2023-02-01 07:00:00,86,86,105
2023-02-01 08:00:00,90,73,85
2023-02-01 09:00:00,110,61,88
2023-02-01 10:00:00,90,85,89
2023-02-01 11:00:00,126,93,85
2023-02-01 12:00:00,104,78,91
2023-02-01 13:00:00,101,89,82
2023-02-01 14:00:00,91,96,78
2023-02-01 15:00:00,107,93,96
2023-02-01 16:00:00,94,96,96
2023-02-01 17:00:00,101,87,81
2023-02-01 18:00:00,125,80,98
2023-02-01 19:00:00,99,63,83
2023-02-01 20:00:00,111,77,92
2023-02-01 21:00:00,92,71,98
2023-02-01 22:00:00,99,101,89
2023-02-01 23:00:00,117,78,94
2023-02-02 00:00:00,93,81,84
2023-02-02 01:00:00,118,85,88
2023-02-02 02:00:00,107,80,87
2023-02-02 03:00:00,94,96,82
2023-02-02 04:00:00,106,73,88
2023-02-02 05:00:00,109,81,74
2023-02-02 06:00:00,106,72,85
2023-02-02 07:00:00,84,66,87
2023-02-02 08:00:00,92,73,87
2023-02-02 09:00:00,97,79,87
2023-02-02 10:00:00,99,75,89
2023-02-02 11:00:00,106,73,94
2023-02-02 12:00:00,101,65,98
2023-02-02 13:00:00,86,79,83
2023-02-02 14:00:00,103,64,77
2023-02-02 15:00:00,106,87,79
2023-02-02 16:00:00,105,80,85
2023-02-02 17:00:00,110,65,86
2023-02-02 18:00:00,108,76,82
2023-02-02 19:00:00,104,72,77
2023-02-02 20:00:00,99,83,85
2023-02-02 21:00:00,83,93,91
2023-02-02 22:00:00,104,61,95
2023-02-02 23:00:00,102,81,84
2023-02-03 00:00:00,102,78,85
2023-02-03 01:00:00,87,86,80
2023-02-03 02:00:00,89,82,89
2023-02-03 03:00:00,110,72,81
2023-02-03 04:00:00,99,76,95
2023-02-03 05:00:00,106,72,72
2023-02-03 06:00:00,100,90,86
2023-02-03 07:00:00,100,80,93
2023-02-03 08:00:00,109,99,91
2023-02-03 09:00:00,94,79,116
2023-02-03 10:00:00,100,72,93
2023-02-03 11:00:00,95,64,79
2023-02-03 12:00:00,95,61,89
2023-02-03 13:00:00,96,64,72
2023-02-03 14:00:00,102,82,89
2023-02-03 15:00:00,95,85,81
2023-02-03 16:00:00,112,64,99
2023-02-03 17:00:00,91,88,84
2023-02-03 18:00:00,98,75,88
2023-02-03 19:00:00,95,81,83
2023-02-03 20:00:00,114,96,107
2023-02-03 21:00:00,101,88,86
2023-02-03 22:00:00,110,77,108
2023-02-03 23:00:00,85,71,98
2023-02-04 00:00:00,102,58,94
2023-02-04 01:00:00,108,72,93
2023-02-04 02:00:00,100,77,93
2023-02-04 03:00:00,110,70,70
2023-02-04 04:00:00,94,78,87
2023-02-04 05:00:00,114,80,98
2023-02-04 06:00:00,122,77,89
2023-02-04 07:00:00,96,73,75
2023-02-04 08:00:00,95,81,89
2023-02-04 09:00:00,114,84,107
2023-02-04 10:00:00,115,69,102
2023-02-04 11:00:00,94,94,89
2023-02-04 12:00:00,95,79,99
2023-02-04 13:00:00,97,80,86
2023-02-04 14:00:00,86,87,72
2023-02-04 15:00:00,90,82,80
2023-02-04 16:00:00,89,89,105
2023-02-04 17:00:00,92,82,87
2023-02-04 18:00:00,99,73,87
2023-02-04 19:00:00,102,83,87
2023-02-04 20:00:00,115,68,109
2023-02-04 21:00:00,90,81,106
2023-02-04 22:00:00,109,79,112
2023-02-04 23:00:00,97,77,88
2023-02-05 00:00:00,99,78,92
2023-02-05 01:00:00,106,61,74
2023-02-05 02:00:00,88,74,104
2023-02-05 03:00:00,103,80,78
2023-02-05 04:00:00,101,81,92
2023-02-05 05:00:00,104,69,79
2023-02-05 06:00:00,102,92,84
2023-02-05 07:00:00,124,71,81
2023-02-05 08:00:00,93,89,83
2023-02-05 09:00:00,94,84,84
2023-02-05 10:00:00,93,73,84
2023-02-05 11:00:00,94,97,98
2023-02-05 12:00:00,93,68,78
2023-02-05 13:00:00,111,89,92
2023-02-05 14:00:00,114,90,102
2023-02-05 15:00:00,94,73,84
2023-02-05 16:00:00,91,93,82
2023-02-05 17:00:00,104,77,87
2023-02-05 18:00:00,94,82,101
2023-02-05 19:00:00,106,82,91
2023-02-05 20:00:00,102,78,84
2023-02-05 21:00:00,84,88,94
2023-02-05 22:00:00,115,87,78
2023-02-05 23:00:00,117,62,96
2023-02-06 00:00:00,93,93,94
2023-02-06 01:00:00,96,63,86
2023-02-06 02:00:00,102,90,81
2023-02-06 03:00:00,103,91,81
2023-02-06 04:00:00,106,69,95
2023-02-06 05:00:00,120,75,102
2023-02-06 06:00:00,98,68,83
2023-02-06 07:00:00,92,77,94
2023-02-06 08:00:00,86,76,69
2023-02-06 09:00:00,92,87,84
2023-02-06 10:00:00,99,93,89
2023-02-06 11:00:00,117,93,80
2023-02-06 12:00:00,94,74,80
2023-02-06 13:00:00,102,77,83
2023-02-06 14:00:00,99,63,92
2023-02-06 15:00:00,111,71,88
2023-02-06 16:00:00,125,89,67
2023-02-06 17:00:00,94,96,68
2023-02-06 18:00:00,95,67,83
2023-02-06 19:00:00,110,74,94
2023-02-06 20:00:00,106,79,62
2023-02-06 21:00:00,118,82,85
2023-02-06 22:00:00,105,71,84
2023-02-06 23:00:00,96,84,103
2023-02-07 00:00:00,105,75,86
2023-02-07 01:00:00,111,79,93
2023-02-07 02:00:00,108,85,91
2023-02-07 03:00:00,105,80,68
2023-02-07 04:00:00,110,75,97
2023-02-07 05:00:00,111,78,92
2023-02-07 06:00:00,113,79,95
2023-02-07 07:00:00,106,76,129
2023-02-07 08:00:00,98,77,69
2023-02-07 09:00:00,101,95,107
2023-02-07 10:00:00,112,85,87
2023-02-07 11:00:00,91,77,92
2023-02-07 12:00:00,103,86,89
2023-02-07 13:00:00,96,76,85
2023-02-07 14:00:00,100,91,84
2023-02-07 15:00:00,112,83,93
2023-02-07 16:00:00,101,78,74
2023-02-07 17:00:00,100,84,97
2023-02-07 18:00:00,86,64,85
2023-02-07 19:00:00,107,68,78
2023-02-07 20:00:00,106,68,85
2023-02-07 21:00:00,121,81,102
2023-02-07 22:00:00,96,97,84
2023-02-07 23:00:00,102,102,93
2023-02-08 00:00:00,102,86,82
2023-02-08 01:00:00,115,85,97
2023-02-08 02:00:00,99,61,96
2023-02-08 03:00:00,102,74,108
2023-02-08 04:00:00,106,72,88
2023-02-08 05:00:00,101,73,96
2023-02-08 06:00:00,95,78,90
2023-02-08 07:00:00,101,75,102
2023-02-08 08:00:00,110,60,82
2023-02-08 09:00:00,89,87,97
2023-02-08 10:00:00,101,69,88
2023-02-08 11:00:00,92,82,89
2023-02-08 12:00:00,111,100,90
2023-02-08 13:00:00,84,70,92
2023-02-08 14:00:00,94,54,88
2023-02-08 15:00:00,103,77,92
2023-02-08 16:00:00,115,91,105
2023-02-08 17:00:00,99,99,99
2023-02-08 18:00:00,94,67,98
2023-02-08 19:00:00,118,84,85
2023-02-08 20:00:00,85,75,81
2023-02-08 21:00:00,78,78,99
2023-02-08 22:00:00,104,106,98
2023-02-08 23:00:00,94,64,104
2023-02-09 00:00:00,89,82,83
2023-02-09 01:00:00,107,84,87
2023-02-09 02:00:00,102,90,73
2023-02-09 03:00:00,94,80,86
2023-02-09 04:00:00,87,83,99
2023-02-09 05:00:00,108,76,85
2023-02-09 06:00:00,106,82,96
2023-02-09 07:00:00,99,76,88
2023-02-09 08:00:00,118,86,93
2023-02-09 09:00:00,89,76,78
2023-02-09 10:00:00,84,83,90
2023-02-09 11:00:00,93,79,60
2023-02-09 12:00:00,99,91,88
2023-02-09 13:00:00,102,79,73
2023-02-09 14:00:00,97,62,102
2023-02-09 15:00:00,103,92,97
2023-02-09 16:00:00,87,70,94
2023-02-09 17:00:00,114,73,105
2023-02-09 18:00:00,99,74,80
2023-02-09 19:00:00,111,93,107
2023-02-09 20:00:00,103,58,99
2023-02-09 21:00:00,104,111,87
2023-02-09 22:00:00,105,90,101
2023-02-09 23:00:00,104,82,78
2023-02-10 00:00:00,106,79,81
2023-02-10 01:00:00,113,82,83
2023-02-10 02:00:00,101,85,84
2023-02-10 03:00:00,107,86,79
2023-02-10 04:00:00,99,85,102
2023-02-10 05:00:00,114,80,87
2023-02-10 06:00:00,93,78,93
2023-02-10 07:00:00,118,78,84
2023-02-10 08:00:00,99,78,71
2023-02-10 09:00:00,85,91,92
2023-02-10 10:00:00,101,85,70
2023-02-10 11:00:00,93,50,89
2023-02-10 12:00:00,108,86,76
2023-02-10 13:00:00,93,81,109
2023-02-10 14:00:00,95,79,99
2023-02-10 15:00:00,81,76,91
2023-02-10 16:00:00,95,91,102
2023-02-10 17:00:00,75,89,81
2023-02-10 18:00:00,84,72,95
2023-02-10 19:00:00,107,84,91
2023-02-10 20:00:00,107,70,92
2023-02-10 21:00:00,104,66,102
2023-02-10 22:00:00,90,73,97
2023-02-10 23:00:00,99,88,92
2023-02-11 00:00:00,99,89,73
2023-02-11 01:00:00,88,85,80
2023-02-11 02:00:00,115,87,88
2023-02-11 03:00:00,108,85,90
2023-02-11 04:00:00,97,73,78
2023-02-11 05:00:00,100,84,114
2023-02-11 06:00:00,102,88,105
2023-02-11 07:00:00,79,87,96
2023-02-11 08:00:00,97,91,90
2023-02-11 09:00:00,93,87,87
2023-02-11 10:00:00,89,83,80
2023-02-11 11:00:00,97,90,90
2023-02-11 12:00:00,117,79,92
2023-02-11 13:00:00,106,71,77
2023-02-11 14:00:00,94,78,93
2023-02-11 15:00:00,105,72,88
